comment,value,organisms,proteins,EC
#54# fusion protein with maltose-binding protein <54>,100000.0,Chlamydomonas reinhardtii,['Q9XHE2'],4.1.99.3
#55# calculated from amino acid sequence <51>,54500.0,Fowlpox virus,['Q9ICB3'],4.1.99.3
"#72# 2 * 64983, X-ray crystallography <115>",64983.0,Arabidopsis thaliana,['Q84RJ5'],4.1.99.3
#75# SDS-PAGE <94>,58000.0,Chrysodeixis chalcites nucleopolyhedrovirus,,4.1.99.3
"#75# PHR2-EGFP fusion protein, Western blot analysis <126>",83000.0,Chrysodeixis chalcites nucleopolyhedrovirus,,4.1.99.3
#75# calculated from amino acid sequence <94>,57300.0,Chrysodeixis chalcites nucleopolyhedrovirus,,4.1.99.3
"#8# gel filtration, sedimentation velocity ultracentrifugation <14>",36800.0,Escherichia coli,#8# delta-GST <9>,4.1.99.3
,53990.0,Escherichia coli,#8# delta-GST <9>,4.1.99.3
"#8# x * 35200, SDS-PAGE <11,19,20>",35200.0,Escherichia coli,#8# delta-GST <9>,4.1.99.3
"#8# 1 * 53994 <6>; #8# x * 53994, calculation from nucleotide sequence <35>",53994.0,Escherichia coli,#8# delta-GST <9>,4.1.99.3
#8# gel filtration <9>; #8# SDS-PAGE <96>,49000.0,Streptomyces griseus,#8# delta-GST <9>,4.1.99.3
#8# gel filtration <9>; #8# SDS-PAGE <96>,49000.0,Escherichia coli,#8# delta-GST <9>,4.1.99.3
"#9# gel filtration <11,23>",40000.0,Homo sapiens,,4.1.99.3
"#1# x * 67000, SDS-PAGE <5>",67000.0,Pisum sativum,,4.1.99.5
"#10# x * 26400, recombinant N-terminally His-tagged enzyme, SDS-PAGE <14>",26400.0,Synechococcus elongatus,['Q54764'],4.1.99.5
"#7# x * 55000 + x * 66000, 2 bands, may be (alpha)n(beta)n structure, SDS-PAGE <4,6>",66000.0,Botryococcus braunii,,4.1.99.5
"#7# x * 55000 + x * 66000, 2 bands, may be (alpha)n(beta)n structure, SDS-PAGE <4,6>",55000.0,Botryococcus braunii,,4.1.99.5
"#1# equilibrium sedimentation <34>; #76# apparent molecular mass, SDS-PAGE <269>; #29# x * 28000, SDS-PAGE <49>",28000.0,Gallus gallus,,4.2.1.1
"#1# equilibrium sedimentation <34>; #76# apparent molecular mass, SDS-PAGE <269>; #29# x * 28000, SDS-PAGE <49>",28000.0,Neisseria gonorrhoeae,,4.2.1.1
"#1# equilibrium sedimentation <34>; #76# apparent molecular mass, SDS-PAGE <269>; #29# x * 28000, SDS-PAGE <49>",28000.0,Mytilus galloprovincialis,,4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Nicotiana tabacum,['Q9D6N1'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Nicotiana tabacum,"#18# enzyme from Bacillus subtilis strain HB002 <3,48>",4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Nicotiana tabacum,#12# glucan synthase-like 5 fragment <52>; #12# glucan synthase-like 6 fragment <50>; #12# glucan synthase-like 7 fragment <47>,4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Nicotiana tabacum,['O43570'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Nicotiana tabacum,['Q8W183'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Nicotiana tabacum,#21# Dlp1 <17>; #21# Dps1 <22>; #21# dsR1 <1>,4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Nicotiana tabacum,['P00918'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Nicotiana tabacum,"#14# gene ACL5-1 <77>; #14# E1alpha subunit <57>; #14# E1beta subunit <44>; #14# enzyme from Bacillus subtilis strain HB002 <67>; #14# fagment <58,64>; #14# FKBP12 <2,53,57,58,70>; #14# FKBP13 <38>",4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Solanum tuberosum,['Q9D6N1'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Solanum tuberosum,"#18# enzyme from Bacillus subtilis strain HB002 <3,48>",4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Solanum tuberosum,#12# glucan synthase-like 5 fragment <52>; #12# glucan synthase-like 6 fragment <50>; #12# glucan synthase-like 7 fragment <47>,4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Solanum tuberosum,['O43570'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Solanum tuberosum,['Q8W183'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Solanum tuberosum,#21# Dlp1 <17>; #21# Dps1 <22>; #21# dsR1 <1>,4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Solanum tuberosum,['P00918'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Solanum tuberosum,"#14# gene ACL5-1 <77>; #14# E1alpha subunit <57>; #14# E1beta subunit <44>; #14# enzyme from Bacillus subtilis strain HB002 <67>; #14# fagment <58,64>; #14# FKBP12 <2,53,57,58,70>; #14# FKBP13 <38>",4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Bos taurus,['Q9D6N1'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Bos taurus,"#18# enzyme from Bacillus subtilis strain HB002 <3,48>",4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Bos taurus,#12# glucan synthase-like 5 fragment <52>; #12# glucan synthase-like 6 fragment <50>; #12# glucan synthase-like 7 fragment <47>,4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Bos taurus,['O43570'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Bos taurus,['Q8W183'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Bos taurus,#21# Dlp1 <17>; #21# Dps1 <22>; #21# dsR1 <1>,4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Bos taurus,['P00918'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Bos taurus,"#14# gene ACL5-1 <77>; #14# E1alpha subunit <57>; #14# E1beta subunit <44>; #14# enzyme from Bacillus subtilis strain HB002 <67>; #14# fagment <58,64>; #14# FKBP12 <2,53,57,58,70>; #14# FKBP13 <38>",4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Homo sapiens,['Q9D6N1'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Homo sapiens,"#18# enzyme from Bacillus subtilis strain HB002 <3,48>",4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Homo sapiens,#12# glucan synthase-like 5 fragment <52>; #12# glucan synthase-like 6 fragment <50>; #12# glucan synthase-like 7 fragment <47>,4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Homo sapiens,['O43570'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Homo sapiens,['Q8W183'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Homo sapiens,#21# Dlp1 <17>; #21# Dps1 <22>; #21# dsR1 <1>,4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Homo sapiens,['P00918'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Homo sapiens,"#14# gene ACL5-1 <77>; #14# E1alpha subunit <57>; #14# E1beta subunit <44>; #14# enzyme from Bacillus subtilis strain HB002 <67>; #14# fagment <58,64>; #14# FKBP12 <2,53,57,58,70>; #14# FKBP13 <38>",4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Dunaliella salina,['Q9D6N1'],4.2.1.1
"#5,47,70,71# gel filtration <6,24,35,61>; #58# SDS-PAGE <339>; #166# amino acid sequence <136>; #21# kidney, brain, liver, stomach, gel filtration <17>; #14,127# Western blotting <118>; #1# 1 * 30000, SDS-PAGE <34>; #18,118# 1 * 30000 <73,74>; #1# x * 30000, carbonic anhydrase A, B and C, SDS-PAGE <22>; #5,16,18# x * 30000, SDS-PAGE <3,4,152>; #22,23# 6 * 30000, SDS-PAGE <33,39>; #24# 8 * 30000, cytosolic isoenzyme, SDS-PAGE <56>; #113# 2 * 30000, CA XII, SDS-PAGE <135>; #160# x * 30000, about, SDS-PAGE <300>",30000.0,Dunaliella salina,"#18# enzyme from Bacillus subtilis strain HB002 <3,48>",4.2.1.1
